DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS,ID DEPARTAMENTO,HORA DEMANDA MÁXIMA,AÑO
CAUCA,19809.0,TIMBIQUÍ,19809023.0,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2020.0,2.0,25416,8460.0,174.06,viernes,2020-01-15 18:45:00,5.58,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809007.0,SAN JOSÉ (TIMBIQUÍ - CAUCA),2020.0,2.0,1747,1028.0,46.75,jueves,2020-01-15 18:45:00,1.39,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809008.0,SANTA MARÍA (TIMBIQUÍ - CAUCA),2020.0,2.0,2420,955.0,76.22,miércoles,2020-01-15 18:45:00,1.29,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809009.0,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2020.0,2.0,1737,424.0,27.48,jueves,2020-01-15 18:45:00,2.29,19.0,18:45:00,
CHOCO,27006.0,ACANDÍ,27006000.0,ACANDÍ (ACANDÍ - CHOCÓ),2020.0,2.0,388026,175431.0,965.36,miércoles,2020-01-17 20:45:00,18.47,27.0,20:45:00,
CHOCO,27006.0,ACANDÍ,27006003.0,CAPURGANÁ (ACANDÍ - CHOCO),2020.0,2.0,234420,96512.0,570.24,martes,2020-01-17 20:45:00,18.36,27.0,20:45:00,
CHOCO,27025.0,ALTO BAUDÓ (PIE DE PATO),27025000.0,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2020.0,2.0,36727,9888.0,143.18,domingo,2020-01-17 20:45:00,15.04,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO (MUTIS),27075000.0,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2020.0,2.0,605709,189638.0,1246.96,miércoles,2020-01-17 20:45:00,23.52,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO (MUTIS),27075001.0,CUPICA (BAHÍA SOLANO - CHOCÓ),2020.0,2.0,57082,24304.0,138.34,viernes,2020-01-17 20:45:00,23.36,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO (MUTIS),27075002.0,EL VALLE (BAHÍA SOLANO - CHOCÓ),2020.0,2.0,140237,65924.0,327.1,miércoles,2020-01-17 20:45:00,23.42,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ (PIZARRO),27077000.0,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2020.0,2.0,160302,71590.0,481.54,viernes,2020-01-17 20:45:00,17.35,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ (BELLAVISTA),27099000.0,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020.0,2.0,89554,33314.0,220.95,jueves,2020-01-17 20:45:00,18.14,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ (BELLAVISTA),27099002.0,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020.0,2.0,13764,5166.0,83.2,domingo,2020-01-17 20:45:00,7.42,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ (BELLAVISTA),27099005.0,NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020.0,2.0,8794,4993.0,60.8,sábado,2020-01-17 20:45:00,5.41,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ (BELLAVISTA),27099008.0,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2020.0,2.0,5456,1481.0,57.6,viernes,2020-01-17 20:45:00,4.45,27.0,20:45:00,
CHOCO,27250.0,EL LITORAL DEL SAN JUAN,27250000.0,SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ),2020.0,2.0,63323,31591.0,182.16,jueves,2020-01-17 20:45:00,16.37,27.0,20:45:00,
CHOCO,27425.0,MEDIO ATRATO (BETÉ),27425000.0,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2020.0,2.0,5435,1940.0,68.0,miércoles,2020-01-17 20:45:00,4.38,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495912.0,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2020.0,2.0,2394,800.0,11.21,jueves,2020-01-17 20:45:00,11.38,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495000.0,NUQUÍ (NUQUÍ - CHOCÓ),2020.0,2.0,186164,60988.0,527.3,martes,2020-01-17 20:45:00,19.0,27.0,20:45:00,
CHOCO,27745.0,SIPÍ,27745000.0,SIPÍ (SIPÍ - CHOCO),2020.0,2.0,11522,3225.0,79.2,martes,2020-01-17 20:45:00,6.15,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800001.0,BALBOA (UNGUÍA - CHOCÓ),2020.0,2.0,16006,6578.0,81.56,domingo,2020-01-17 20:45:00,8.17,27.0,20:45:00,
CHOCO,27001.0,QUIBDÓ,27001029.0,TAGACHI (QUIBDÓ - CHOCÓ),2020.0,2.0,5694,1292.0,59.74,sábado,2020-01-17 20:45:00,4.06,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800005.0,TITUMATE (UNGUÍA - CHOCÓ),2020.0,2.0,8792,3817.0,67.06,jueves,2020-01-17 20:45:00,5.2,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800000.0,UNGUÍA (UNGUÍA - CHOCÓ),2020.0,2.0,254854,93090.0,787.6,sábado,2020-01-17 20:45:00,15.56,27.0,20:45:00,
GUAINIA,94343.0,BARRANCOMINAS,94343000.0,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2020.0,2.0,35493,12294.0,171.93,sábado,2020-02-01 18:45:00,9.34,94.0,18:45:00,
GUAINIA,94001.0,INÍRIDA,94001000.0,INÍRIDA (INÍRIDA - GUAINÍA),2020.0,2.0,1675109,565034.0,3199.68,lunes,2020-02-01 18:45:00,23.56,94.0,18:45:00,
GUAVIARE,95200.0,MIRAFLORES,95200000.0,MIRAFLORES (MIRAFLORES - GUAVIARE),2020.0,2.0,78132,28048.0,212.08,viernes,2020-02-15 19:15:00,18.28,95.0,19:15:00,
LA GUAJIRA,44847.0,URIBIA,44847012.0,NAZARETH (URIBIA - LA GUAJIRA),2020.0,2.0,28110,12702.0,223.44,martes,2020-01-11 19:30:00,6.11,44.0,19:30:00,
MAGDALENA,47189.0,CIÉNAGA,47189018.0,PALMOR (CIÉNAGA - MAGDALENA),2020.0,2.0,88621,32499.0,186.75,domingo,2020-01-22 19:00:00,23.34,47.0,19:00:00,
META,50325.0,MAPIRIPÁN,50325000.0,MAPIRIPÁN (MAPIRIPÁN - META),2020.0,2.0,135154,54443.0,311.52,viernes,2020-01-08 18:30:00,23.01,50.0,18:30:00,
NARIÑO,52250.0,EL CHARCO,52250023.0,BAZÁN (EL CHARCO - NARIÑO),2020.0,2.0,19205,8765.0,105.6,sábado,2020-01-31 18:45:00,7.22,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250022.0,EL CUIL PUEBLO NUEVO (EL CHARCO - NARIÑO),2020.0,2.0,5736,1889.0,33.66,sábado,2020-01-31 18:45:00,6.54,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250007.0,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2020.0,2.0,16180,4004.0,96.0,sábado,2020-01-31 18:45:00,7.09,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390013.0,AMÁRALES (LA TOLA - NARIÑO),2020.0,2.0,7313,1758.0,68.54,martes,2020-01-31 18:45:00,4.36,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390003.0,LA VIGÍA DE LA MAR (LA TOLA - NARIÑO),2020.0,2.0,5760,1917.0,30.52,martes,2020-01-31 18:45:00,8.27,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390009.0,MULATOS (LA TOLA - NARIÑO),2020.0,2.0,3772,2320.0,34.11,jueves,2020-01-31 18:45:00,6.08,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390016.0,SAN PABLO DEL MAR (LA TOLA - NARIÑO),2020.0,2.0,5903,1146.0,33.98,sábado,2020-01-31 18:45:00,7.41,52.0,18:45:00,
NARIÑO,52490.0,OLAYA HERRERA,52490913.0,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2020.0,2.0,3266,634.0,21.67,lunes,2020-01-31 18:45:00,5.52,52.0,18:45:00,
NARIÑO,52490.0,OLAYA HERRERA,52490008.0,SAN JOSÉ CALABAZAL (OLAYA HERRERA - NARIÑO),2020.0,2.0,5300,1698.0,45.12,viernes,2020-01-31 18:45:00,4.47,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835055.0,BOCAS DE CURAY (TUMACO - NARIÑO),2020.0,2.0,8950,1417.0,57.6,domingo,2020-01-31 18:45:00,7.02,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835012.0,CHAJAL (TUMACO - NARIÑO),2020.0,2.0,4599,1354.0,136.84,lunes,2020-01-31 18:45:00,1.26,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835016.0,PITAL DE LA COSTA (TUMACO - NARIÑO),2020.0,2.0,19206,11315.0,84.0,sábado,2020-01-31 18:45:00,10.29,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835212.0,PUEBLO NUEVO (TABLÓN SALADO) (TUMACO - NARIÑO),2020.0,2.0,3721,1332.0,18.62,sábado,2020-01-31 18:45:00,9.43,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835217.0,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2020.0,2.0,18939,14210.0,147.2,lunes,2020-01-31 18:45:00,6.08,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835091.0,SANTA ROSA (TUMACO - NARIÑO),2020.0,2.0,1082,278.0,30.56,miércoles,2020-01-31 18:45:00,1.24,52.0,18:45:00,
NARIÑO,52696.0,SANTA BÁRBARA (ISCUANDÉ),52696014.0,LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2020.0,2.0,4071,4702.0,27.49,domingo,2020-01-31 18:45:00,5.44,52.0,18:45:00,
NARIÑO,52696.0,SANTA BÁRBARA (ISCUANDÉ),52696017.0,SANTA RITA (SANTA BARBARA (ISCUANDÉ) - NARIÑO),2020.0,2.0,5168,2452.0,38.52,sábado,2020-01-31 18:45:00,5.37,52.0,18:45:00,
PUTUMAYO,86573.0,PUERTO LEGUÍZAMO,86573009.0,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2020.0,2.0,3342,1620.0,28.8,sábado,2020-02-28 19:45:00,5.47,86.0,19:45:00,
PUTUMAYO,86573.0,PUERTO LEGUÍZAMO,86573000.0,PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO),2020.0,2.0,779919,282489.0,1996.72,martes,2020-02-28 19:45:00,20.05,86.0,19:45:00,
VALLE DEL CAUCA,76109.0,BUENAVENTURA,76109028.0,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2020.0,2.0,44375,14156.0,264.7,miércoles,2020-01-31 23:45:00,6.49,76.0,23:45:00,
VALLE DEL CAUCA,76109.0,BUENAVENTURA,76109032.0,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2020.0,2.0,7245,3758.0,37.15,viernes,2020-01-31 23:45:00,8.34,76.0,23:45:00,
VAUPES,97161.0,CARURÚ,97161000.0,CARURÚ (CARURÚ - VAUPÉS),2020.0,2.0,25277,9295.0,104.72,lunes,2020-02-27 19:00:00,12.14,97.0,19:00:00,
VAUPES,97001.0,MITÚ,97001000.0,MITÚ (MITÚ - VAUPÉS),2020.0,2.0,1233505,370019.0,2597.37,viernes,2020-02-27 19:00:00,23.51,97.0,19:00:00,
VAUPES,97666.0,TARAIRA,97666000.0,TARAIRA (TARAIRA - VAUPÉS),2020.0,2.0,19748,6563.0,104.98,martes,2020-02-27 19:00:00,7.59,97.0,19:00:00,
VICHADA,99773.0,CUMARIBO,99773000.0,CUMARIBO (CUMARIBO - VICHADA),2020.0,2.0,268753,113806.0,624.36,martes,2020-02-14 18:30:00,19.35,99.0,18:30:00,
VICHADA,99524.0,LA PRIMAVERA,99524000.0,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2020.0,2.0,357737,181789.0,740.6,miércoles,2020-02-14 18:30:00,24.0,99.0,18:30:00,
VICHADA,99001.0,PUERTO CARREÑO,99001002.0,CASUARITO (PUERTO CARREÑO - VICHADA),2020.0,2.0,13438,5547.0,127.95,lunes,2020-02-14 18:30:00,5.09,99.0,18:30:00,
VICHADA,99001.0,PUERTO CARREÑO,99001000.0,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2020.0,2.0,2436390,791280.0,4614.72,martes,2020-02-14 18:30:00,24.0,99.0,18:30:00,
VICHADA,99624.0,SANTA ROSALÍA,99624000.0,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2020.0,2.0,125530,60239.0,350.93,martes,2020-02-14 18:30:00,15.51,99.0,18:30:00,
AMAZONAS,91001.0,LETICIA,91001000.0,LETICIA (LETICIA - AMAZONAS),2020.0,3.0,3839111,1211482.0,7652.86,jueves,2020-02-16 14:15:00,24.0,91.0,14:15:00,
AMAZONAS,91540.0,PUERTO NARIÑO,91540000.0,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2020.0,3.0,106517,37768.0,222.29,jueves,2020-02-16 14:15:00,24.0,91.0,14:15:00,
AMAZONAS,91798.0,TARAPACÁ (ANM),91798000.0,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2020.0,3.0,24212,9387.0,92.79,martes,2020-02-16 14:15:00,10.15,91.0,14:15:00,
ANTIOQUIA,5873.0,VIGÍA DEL FUERTE,5873001.0,SAN ANTONIO DE PADUA (VIGÍA DEL FUERTE - ANTIOQUIA),2020.0,3.0,6090,1714.0,82.4,jueves,2020-01-23 21:45:00,4.57,5.0,21:45:00,
ANTIOQUIA,5873.0,VIGÍA DEL FUERTE,5873002.0,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2020.0,3.0,4553,629.0,61.34,jueves,2020-01-23 21:45:00,5.07,5.0,21:45:00,
ANTIOQUIA,5873.0,VIGÍA DEL FUERTE,5873000.0,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2020.0,3.0,58679,20082.0,327.01,jueves,2020-01-23 21:45:00,7.08,5.0,21:45:00,
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88564.0,PROVIDENCIA,88564000.0,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2020.0,3.0,961008,333479.0,1621.05,lunes,2020-02-28 19:00:00,24.0,88.0,19:00:00,
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88001.0,SAN ANDRÉS,88001000.0,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2020.0,3.0,14988116,4356763.0,28423.96,viernes,2020-02-28 19:00:00,24.0,88.0,19:00:00,
BOLIVAR,13001.0,CARTAGENA DE INDIAS,13001007.0,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2020.0,3.0,14733,8124.0,112.82,jueves,2020-01-30 19:00:00,5.04,13.0,19:00:00,
BOLIVAR,13001.0,CARTAGENA DE INDIAS,13001037.0,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2020.0,3.0,6799,3093.0,24.24,jueves,2020-01-30 19:00:00,13.18,13.0,19:00:00,
BOLIVAR,13001.0,CARTAGENA DE INDIAS,13001017.0,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2020.0,3.0,13572,4807.0,43.84,lunes,2020-01-30 19:00:00,13.35,13.0,19:00:00,
CAQUETA,18150.0,CARTAGENA DEL CHAIRÁ,18150001.0,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2020.0,3.0,14852,6836.0,91.62,domingo,2020-01-21 19:15:00,7.12,18.0,19:15:00,
CAQUETA,18753.0,SAN VICENTE DEL CAGUÁN,18753002.0,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2020.0,3.0,12440,5686.0,40.39,sábado,2020-01-21 19:15:00,18.07,18.0,19:15:00,
CASANARE,85430.0,TRINIDAD,85430001.0,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2020.0,3.0,13266,7187.0,100.16,martes,2020-02-23 19:00:00,5.25,85.0,19:00:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418038.0,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2020.0,3.0,2942,987.0,26.14,miércoles,2020-01-15 18:45:00,4.34,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418019.0,ZARAGOZA (LOPEZ DE MICAY - CAUCA),2020.0,3.0,8776,3744.0,59.97,domingo,2020-01-15 18:45:00,7.0,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809014.0,CHACÓN (TIMBIQUÍ - CAUCA),2020.0,3.0,2806,453.0,28.53,viernes,2020-01-15 18:45:00,3.45,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809010.0,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2020.0,3.0,4940,1463.0,40.42,sábado,2020-01-15 18:45:00,4.45,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809003.0,COTEJE (TIMBIQUÍ - CAUCA),2020.0,3.0,4852,2804.0,33.8,sábado,2020-01-15 18:45:00,5.26,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809007.0,SAN JOSÉ (TIMBIQUÍ - CAUCA),2020.0,3.0,6597,4069.0,44.45,miércoles,2020-01-15 18:45:00,5.48,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809008.0,SANTA MARÍA (TIMBIQUÍ - CAUCA),2020.0,3.0,5044,1744.0,75.9,martes,2020-01-15 18:45:00,2.35,19.0,18:45:00,
CHOCO,27006.0,ACANDÍ,27006000.0,ACANDÍ (ACANDÍ - CHOCÓ),2020.0,3.0,366149,166480.0,1095.6,lunes,2020-01-17 20:45:00,15.5,27.0,20:45:00,
CHOCO,27006.0,ACANDÍ,27006003.0,CAPURGANÁ (ACANDÍ - CHOCO),2020.0,3.0,194503,82121.0,596.99,sábado,2020-01-17 20:45:00,15.09,27.0,20:45:00,
CHOCO,27025.0,ALTO BAUDÓ (PIE DE PATO),27025000.0,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2020.0,3.0,47621,13704.0,124.78,viernes,2020-01-17 20:45:00,18.02,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO (MUTIS),27075000.0,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2020.0,3.0,593080,175230.0,1254.44,miércoles,2020-01-17 20:45:00,23.46,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO (MUTIS),27075001.0,CUPICA (BAHÍA SOLANO - CHOCÓ),2020.0,3.0,61366,25605.0,140.0,lunes,2020-01-17 20:45:00,23.39,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO (MUTIS),27075002.0,EL VALLE (BAHÍA SOLANO - CHOCÓ),2020.0,3.0,133948,64294.0,365.64,sábado,2020-01-17 20:45:00,20.57,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ (PIZARRO),27077000.0,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2020.0,3.0,189549,85173.0,434.54,jueves,2020-01-17 20:45:00,20.18,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ (BELLAVISTA),27099000.0,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020.0,3.0,94386,35707.0,231.57,miércoles,2020-01-17 20:45:00,17.39,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ (BELLAVISTA),27099002.0,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020.0,3.0,14449,5728.0,76.8,lunes,2020-01-17 20:45:00,8.17,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ (BELLAVISTA),27099005.0,NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020.0,3.0,11222,3813.0,64.0,viernes,2020-01-17 20:45:00,6.38,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ (BELLAVISTA),27099008.0,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2020.0,3.0,5881,1594.0,48.0,sábado,2020-01-17 20:45:00,4.4,27.0,20:45:00,
CHOCO,27250.0,EL LITORAL DEL SAN JUAN,27250000.0,SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ),2020.0,3.0,44989,21785.0,178.46,martes,2020-01-17 20:45:00,11.51,27.0,20:45:00,
CHOCO,27425.0,MEDIO ATRATO (BETÉ),27425000.0,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2020.0,3.0,5456,2011.0,76.0,viernes,2020-01-17 20:45:00,3.57,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495912.0,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2020.0,3.0,62,28.0,4.76,domingo,2020-01-17 20:45:00,0.33,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495000.0,NUQUÍ (NUQUÍ - CHOCÓ),2020.0,3.0,241530,80172.0,493.86,sábado,2020-01-17 20:45:00,23.54,27.0,20:45:00,
CHOCO,27001.0,QUIBDÓ,27001029.0,TAGACHI (QUIBDÓ - CHOCÓ),2020.0,3.0,1588,361.0,51.36,domingo,2020-01-17 20:45:00,1.12,27.0,20:45:00,
CHOCO,27745.0,SIPÍ,27745000.0,SIPÍ (SIPÍ - CHOCO),2020.0,3.0,10875,3018.0,79.2,jueves,2020-01-17 20:45:00,5.36,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800001.0,BALBOA (UNGUÍA - CHOCÓ),2020.0,3.0,16260,6912.0,79.9,sábado,2020-01-17 20:45:00,8.13,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800005.0,TITUMATE (UNGUÍA - CHOCÓ),2020.0,3.0,8934,4029.0,69.26,jueves,2020-01-17 20:45:00,5.03,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800000.0,UNGUÍA (UNGUÍA - CHOCÓ),2020.0,3.0,271414,98644.0,792.0,jueves,2020-01-17 20:45:00,15.46,27.0,20:45:00,
GUAINIA,94343.0,BARRANCOMINAS,94343000.0,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2020.0,3.0,43377,15928.0,174.59,miércoles,2020-02-01 18:45:00,10.52,94.0,18:45:00,
GUAINIA,94001.0,INÍRIDA,94001000.0,INÍRIDA (INÍRIDA - GUAINÍA),2020.0,3.0,1710924,577847.0,3109.92,miércoles,2020-02-01 18:45:00,24.0,94.0,18:45:00,
GUAVIARE,95200.0,MIRAFLORES,95200000.0,MIRAFLORES (MIRAFLORES - GUAVIARE),2020.0,3.0,83195,29350.0,208.12,miércoles,2020-02-15 19:15:00,18.44,95.0,19:15:00,
LA GUAJIRA,44847.0,URIBIA,44847012.0,NAZARETH (URIBIA - LA GUAJIRA),2020.0,3.0,28515,12349.0,229.68,lunes,2020-01-11 19:30:00,5.47,44.0,19:30:00,
MAGDALENA,47189.0,CIÉNAGA,47189018.0,PALMOR (CIÉNAGA - MAGDALENA),2020.0,3.0,91439,33165.0,177.6,martes,2020-01-22 19:00:00,23.36,47.0,19:00:00,
META,50325.0,MAPIRIPÁN,50325000.0,MAPIRIPÁN (MAPIRIPÁN - META),2020.0,3.0,140126,57139.0,291.28,miércoles,2020-01-08 18:30:00,23.4,50.0,18:30:00,
NARIÑO,52250.0,EL CHARCO,52250023.0,BAZÁN (EL CHARCO - NARIÑO),2020.0,3.0,18583,9308.0,105.6,martes,2020-01-31 18:45:00,6.47,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250003.0,BOLÍVAR - SAN PEDRO (EL CHARCO - NARIÑO),2020.0,3.0,3975,2723.0,21.63,martes,2020-01-31 18:45:00,6.55,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250007.0,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2020.0,3.0,16234,3888.0,96.0,sábado,2020-01-31 18:45:00,6.42,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390013.0,AMÁRALES (LA TOLA - NARIÑO),2020.0,3.0,5352,1313.0,67.07,martes,2020-01-31 18:45:00,3.13,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390003.0,LA VIGÍA DE LA MAR (LA TOLA - NARIÑO),2020.0,3.0,6246,2414.0,34.08,jueves,2020-01-31 18:45:00,7.42,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390009.0,MULATOS (LA TOLA - NARIÑO),2020.0,3.0,3460,2044.0,36.96,martes,2020-01-31 18:45:00,5.04,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390016.0,SAN PABLO DEL MAR (LA TOLA - NARIÑO),2020.0,3.0,5653,1305.0,35.1,viernes,2020-01-31 18:45:00,7.11,52.0,18:45:00,
NARIÑO,52490.0,OLAYA HERRERA,52490913.0,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2020.0,3.0,4133,812.0,21.46,lunes,2020-01-31 18:45:00,7.09,52.0,18:45:00,
NARIÑO,52490.0,OLAYA HERRERA,52490008.0,SAN JOSÉ CALABAZAL (OLAYA HERRERA - NARIÑO),2020.0,3.0,6651,2071.0,44.47,viernes,2020-01-31 18:45:00,5.46,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835055.0,BOCAS DE CURAY (TUMACO - NARIÑO),2020.0,3.0,8473,1544.0,55.2,sábado,2020-01-31 18:45:00,6.14,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835016.0,PITAL DE LA COSTA (TUMACO - NARIÑO),2020.0,3.0,21146,12534.0,92.0,sábado,2020-01-31 18:45:00,10.08,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835212.0,PUEBLO NUEVO (TABLÓN SALADO) (TUMACO - NARIÑO),2020.0,3.0,3753,1337.0,17.12,martes,2020-01-31 18:45:00,8.5,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835217.0,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2020.0,3.0,25614,24158.0,144.0,sábado,2020-01-31 18:45:00,8.41,52.0,18:45:00,
NARIÑO,52696.0,SANTA BÁRBARA (ISCUANDÉ),52696017.0,SANTA RITA (SANTA BARBARA (ISCUANDÉ) - NARIÑO),2020.0,3.0,6109,3029.0,38.92,miércoles,2020-01-31 18:45:00,5.58,52.0,18:45:00,
