DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS,ID DEPARTAMENTO,HORA DEMANDA MÁXIMA,CATEGORIA_ZNI
NARIÑO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2024,7,4478,2834,27.97,Viernes,2020-01-31 18:45:00,8.07,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390016,SAN PABLO DEL MAR (LA TOLA - NARIÑO),2024,7,4799,1757,27.01,Viernes,2020-01-31 18:45:00,8.0,52,18:45:00,0
NARIÑO,52427,MAGÜI,52427913,LA ISLA (MAGÜÍ - NARIÑO),2024,7,0,0,0.0,Viernes,2020-01-31 18:45:00,0.0,52,18:45:00,0
NARIÑO,52427,MAGÜI,52427915,LAS LAJAS (MAGÜÍ - NARIÑO),2024,7,0,0,0.0,Viernes,2020-01-31 18:45:00,0.0,52,18:45:00,0
NARIÑO,52473,MOSQUERA,52473010,EL BAJITO DE ECHANDÍA (MOSQUERA - NARIÑO),2024,7,2725,961,15.05,Viernes,2020-01-31 18:45:00,10.17,52,18:45:00,0
NARIÑO,52490,OLAYA HERRERA,52490913,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2024,7,2438,739,13.56,Viernes,2020-01-31 18:45:00,6.48,52,18:45:00,0
NARIÑO,52621,ROBERTO PAYAN,52621912,TAMAJE (ROBERTO PAYAN - NARIÑO),2024,7,4916,3030,27.82,Viernes,2020-01-31 18:45:00,8.51,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835055,BOCAS DE CURAY (TUMACO - NARIÑO),2024,7,8110,3002,50.4,Viernes,2020-01-31 18:45:00,7.16,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835217,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2024,7,24929,9692,105.6,Viernes,2020-01-31 18:45:00,10.49,52,18:45:00,0
NARIÑO,52696,SANTA BARBARA,52696014,LA ENSENADA (SANTA BÁRBARA - NARIÑO),2024,7,3178,1695,20.67,Viernes,2020-01-31 18:45:00,6.27,52,18:45:00,0
PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2024,7,2684,1626,22.4,Viernes,2020-02-28 19:45:00,5.24,86,19:45:00,0
VALLE DEL CAUCA,76109,BUENAVENTURA,76109069,PAPAYAL 1 (BUENAVENTURA - VALLE DEL CAUCA),2024,7,5757,1043,39.47,Viernes,2020-01-31 23:45:00,8.35,76,23:45:00,0
VALLE DEL CAUCA,76109,BUENAVENTURA,76109105,PITAL (BUENAVENTURA - VALLE DEL CAUCA),2024,7,2224,642,10.69,Viernes,2020-01-31 23:45:00,8.32,76,23:45:00,0
VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2024,7,101752,35905,207.86,Viernes,2020-01-31 23:45:00,23.14,76,23:45:00,2
VALLE DEL CAUCA,76109,BUENAVENTURA,76109081,PUNTA BONITA,2024,7,4166,3331,22.69,Viernes,2020-01-31 23:45:00,7.44,76,23:45:00,0
VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2024,7,7990,3515,32.64,Viernes,2020-01-31 23:45:00,10.18,76,23:45:00,0
VAUPES,97161,CARURU,97161000,CARURÚ (CARURÚ - VAUPÉS),2024,7,27690,7064,74.89,Jueves,2020-02-27 19:00:00,16.43,97,19:00:00,2
VAUPES,97001,MITU,97001000,MITÚ (MITÚ - VAUPÉS),2024,7,1494513,368701,3077.97,Jueves,2020-02-27 19:00:00,23.58,97,19:00:00,2
VAUPES,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2024,7,36778,9619,122.94,Jueves,2020-02-27 19:00:00,12.14,97,19:00:00,0
VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2024,7,2176306,679900,4795.12,Viernes,2020-02-14 18:30:00,23.58,99,18:30:00,2
AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2024,8,4283903,1090190,8431.24,Domingo,2020-02-16 14:15:00,24.0,91,14:15:00,2
AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2024,8,138406,44141,283.2,Domingo,2020-02-16 14:15:00,24.0,91,14:15:00,2
AMAZONAS,91798,TARAPACA (ANM),91798000,TARAPACA (TARAPACA (ANM) - AMAZONAS),2024,8,27927,12547,102.76,Domingo,2020-02-16 14:15:00,10.13,91,14:15:00,0
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS y PROVIDENCIA ),2024,8,1337701,291177,2204.52,Viernes,2020-02-28 19:00:00,24.0,88,19:00:00,2
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRES,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2024,8,20620916,5125076,34113.78,Viernes,2020-02-28 19:00:00,24.0,88,19:00:00,1
CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2024,8,10221,3449,31.1,Martes,2020-01-21 19:15:00,17.11,18,19:15:00,2
CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2024,8,10186,4080,106.0,Martes,2020-01-21 19:15:00,3.48,18,19:15:00,0
CAUCA,19809,TIMBIQUI,19809014,CHACON (TIMBIQUÍ - CAUCA),2024,8,4263,1102,22.42,Miércoles,2020-01-15 18:45:00,8.14,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2024,8,4947,1947,29.7,Miércoles,2020-01-15 18:45:00,6.25,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809003,COTEJE (TIMBIQUÍ - CAUCA),2024,8,5571,3951,29.12,Miércoles,2020-01-15 18:45:00,7.21,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418009,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2024,8,6830,3246,40.0,Miércoles,2020-01-15 18:45:00,7.44,19,18:45:00,0
CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI (GUAPI - CAUCA),2024,8,9881,5449,55.26,Miércoles,2020-01-15 18:45:00,7.33,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809007,SAN JOSE (TIMBIQUÍ - CAUCA),2024,8,5736,4008,35.66,Miércoles,2020-01-15 18:45:00,6.23,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809009,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2024,8,3668,1243,21.34,Miércoles,2020-01-15 18:45:00,7.01,19,18:45:00,0
CHOCO,27006,ACANDI,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2024,8,563125,161445,1592.1,Viernes,2020-01-17 20:45:00,16.05,27,20:45:00,2
CHOCO,27495,NUQUI,27495001,ARUSI (NIQUÍ - CHOCÓ),2024,8,20628,8243,60.0,Viernes,2020-01-17 20:45:00,15.18,27,20:45:00,0
CHOCO,27099,BOJAYA,27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2024,8,102438,30189,332.48,Viernes,2020-01-17 20:45:00,16.25,27,20:45:00,2
CHOCO,27425,MEDIO ATRATO,27425000,BETE (MEDIO ATRATO - CHOCÓ),2024,8,15856,7302,72.0,Viernes,2020-01-17 20:45:00,10.18,27,20:45:00,0
CHOCO,27077,BAJO BAUDO,27077905,BUENAVISTA (BAJO BAUDÓ - CHOCÓ),2024,8,4083,1648,16.42,Viernes,2020-01-17 20:45:00,10.0,27,20:45:00,0
CHOCO,27025,ALTO BAUDO,27025000,CIUDAD BAUDO - PIE DE PATO (ALTO BAUDO - CHOCÓ),2024,8,39730,14556,141.33,Viernes,2020-01-17 20:45:00,15.31,27,20:45:00,0
CHOCO,27075,BAHIA SOLANO,27075000,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2024,8,865279,247476,1598.96,Viernes,2020-01-17 20:45:00,23.46,27,20:45:00,2
CHOCO,27495,NUQUI,27495011,COMUNIDAD DE PUERTO JAGUA (NUQUÍ - CHOCÓ),2024,8,1060,496,5.88,Viernes,2020-01-17 20:45:00,7.17,27,20:45:00,0
CHOCO,27495,NUQUI,27495912,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2024,8,6917,2943,11.5,Viernes,2020-01-17 20:45:00,22.43,27,20:45:00,2
CHOCO,27075,BAHIA SOLANO,27075001,CUPICA (BAHÍA SOLANO - CHOCÓ),2024,8,63493,19293,131.86,Viernes,2020-01-17 20:45:00,23.41,27,20:45:00,2
CHOCO,27075,BAHIA SOLANO,27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2024,8,195529,68000,371.18,Viernes,2020-01-17 20:45:00,23.51,27,20:45:00,2
CHOCO,27077,BAJO BAUDO,27077029,FIRME DE USARGA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2024,8,748,338,6.85,Viernes,2020-01-17 20:45:00,4.45,27,20:45:00,0
CHOCO,27077,BAJO BAUDO,27077026,GUINEAL (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2024,8,6986,3852,33.45,Viernes,2020-01-17 20:45:00,10.31,27,20:45:00,0
CHOCO,27372,JURADO,27372000,JURADO (JURADO - CHOCÓ),2024,8,191136,64029,373.12,Viernes,2020-01-17 20:45:00,23.37,27,20:45:00,2
CHOCO,27495,NUQUI,27495000,NUQUÍ (NUQUÍ - CHOCÓ),2024,8,305120,101111,561.44,Viernes,2020-01-17 20:45:00,23.45,27,20:45:00,2
CHOCO,27077,BAJO BAUDO,27077008,ORPUA (BAJO BAUDÓ - CHOCÓ),2024,8,686,211,5.25,Viernes,2020-01-17 20:45:00,6.07,27,20:45:00,0
CHOCO,27099,BOJAYA,27099030,PIEDRA CANDELA (BOJAYÁ - CHOCÓ),2024,8,6903,3040,36.97,Viernes,2020-01-17 20:45:00,8.38,27,20:45:00,0
CHOCO,27077,BAJO BAUDO,27077000,PIZARRO (BAJO BAUDÓ - CHOCÓ),2024,8,240770,95080,456.19,Viernes,2020-01-17 20:45:00,23.06,27,20:45:00,2
CHOCO,27099,BOJAYA,27099008,PUERTO CONTO (BOJAYÁ - CHOCÓ),2024,8,13109,4224,62.4,Viernes,2020-01-17 20:45:00,8.15,27,20:45:00,0
CHOCO,27425,MEDIO ATRATO,27425008,SAN ROQUE (MEDIO ATRATO - CHOCÓ),2024,8,1568,681,21.53,Viernes,2020-01-17 20:45:00,3.43,27,20:45:00,0
CHOCO,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDO (EL LITORAL DEL SAN JUAN - CHOCÓ),2024,8,82319,41381,237.86,Viernes,2020-01-17 20:45:00,15.02,27,20:45:00,0
CHOCO,27077,BAJO BAUDO,27077916,TERRON (BAJO BAUDÓ - CHOCÓ),2024,8,2035,889,24.62,Viernes,2020-01-17 20:45:00,3.58,27,20:45:00,0
CHOCO,27800,UNGUIA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2024,8,16493,4387,73.39,Viernes,2020-01-17 20:45:00,9.42,27,20:45:00,0
CHOCO,27800,UNGUIA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2024,8,483322,152596,1024.32,Viernes,2020-01-17 20:45:00,21.26,27,20:45:00,2
CHOCO,27077,BAJO BAUDO,27077019,VIRUDO (BAJO BAUDÓ - CHOCÓ),2024,8,6804,4079,31.05,Viernes,2020-01-17 20:45:00,9.15,27,20:45:00,0
GUAINIA,94001,INIRIDA,94001905,CHORRO BOCON (INÍRIDA - GUAINÍA),2024,8,5844,507,17.66,Sábado,2020-02-01 18:45:00,16.58,94,18:45:00,2
GUAINIA,94001,INIRIDA,94001000,INÍRIDA (INÍRIDA - GUAINÍA),2024,8,2260691,605279,4479.2,Sábado,2020-02-01 18:45:00,23.59,94,18:45:00,2
LA GUAJIRA,44847,URIBIA,44847003,CABO DE LA VELA (URIBIA - LA GUAJIRA),2024,8,8751,342,141.63,Sábado,2020-01-11 19:30:00,3.02,44,19:30:00,0
LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2024,8,40008,8714,267.36,Sábado,2020-01-11 19:30:00,5.42,44,19:30:00,0
MAGDALENA,47189,CIENAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2024,8,89106,31211,176.83,Miércoles,2020-01-22 19:00:00,22.57,47,19:00:00,2
META,50325,MAPIRIPAN,50325000,MAPIRIPAN (MAPIRIPAN - META),2024,8,188322,61901,361.24,Miércoles,2020-01-08 18:30:00,23.58,50,18:30:00,2
NARIÑO,52390,LA TOLA,52390005,AGUACATAL (LA TOLA - NARIÑO),2024,8,399,82,10.0,Viernes,2020-01-31 18:45:00,1.36,52,18:45:00,0
NARIÑO,52250,EL CHARCO,52250016,ALTERON - URIBE URIBE (EL CHARCO - NARIÑO),2024,8,608,403,6.48,Viernes,2020-01-31 18:45:00,4.02,52,18:45:00,0
NARIÑO,52427,MAGÜI,52427901,ALTO ESTERO (MAGÜI - NARIÑO),2024,8,288,94,9.58,Viernes,2020-01-31 18:45:00,1.07,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390013,AMARALES (LA TOLA - NARIÑO),2024,8,9318,2501,58.21,Viernes,2020-01-31 18:45:00,8.32,52,18:45:00,0
NARIÑO,52490,OLAYA HERRERA,52490913,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2024,8,2167,662,12.94,Viernes,2020-01-31 18:45:00,6.34,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835055,BOCAS DE CURAY (SAN ANDRÉS DE TUMACO - NARIÑO),2024,8,6641,2521,48.0,Viernes,2020-01-31 18:45:00,5.54,52,18:45:00,0
NARIÑO,52473,MOSQUERA,52473010,EL BAJITO DE ECHANDIA (MOSQUERA - NARIÑO),2024,8,2959,971,12.65,Viernes,2020-01-31 18:45:00,10.15,52,18:45:00,0
NARIÑO,52427,MAGÜI,52427910,EL ROSARIO (MAGÜI - NARIÑO),2024,8,0,0,0.98,Viernes,2020-01-31 18:45:00,0.0,52,18:45:00,0
NARIÑO,52427,MAGÜI,52427013,LA LOMA (MAGÜI - NARIÑO),2024,8,89,26,5.33,Viernes,2020-01-31 18:45:00,0.44,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390003,LA VIGIA DE LA MAR (LA TOLA - NARIÑO),2024,8,5544,2643,25.64,Viernes,2020-01-31 18:45:00,9.46,52,18:45:00,0
NARIÑO,52250,EL CHARCO,52250005,LAS MERCEDES (EL CHARCO - NARIÑO),2024,8,936,411,11.94,Viernes,2020-01-31 18:45:00,4.15,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2024,8,2941,1789,25.47,Viernes,2020-01-31 18:45:00,5.57,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835217,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2024,8,25180,9879,105.6,Viernes,2020-01-31 18:45:00,10.41,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390016,SAN PABLO DEL MAR (LA TOLA - NARIÑO),2024,8,3514,1266,24.7,Viernes,2020-01-31 18:45:00,5.43,52,18:45:00,0
NARIÑO,52621,ROBERTO PAYAN,52621912,TAMAJE (ROBERTO PAYAN - NARIÑO),2024,8,738,449,21.46,Viernes,2020-01-31 18:45:00,1.18,52,18:45:00,0
PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2024,8,2682,1656,22.4,Viernes,2020-02-28 19:45:00,5.31,86,19:45:00,0
PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO),2024,8,974651,271412,2066.77,Viernes,2020-02-28 19:45:00,23.47,86,19:45:00,2
VALLE DEL CAUCA,76109,BUENAVENTURA,76109069,PAPAYAL 1 (BUENAVENTURA - VALLE DEL CAUCA),2024,8,9681,1402,44.58,Viernes,2020-01-31 23:45:00,10.36,76,23:45:00,0
VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2024,8,96031,33217,222.29,Viernes,2020-01-31 23:45:00,21.0,76,23:45:00,2
VALLE DEL CAUCA,76109,BUENAVENTURA,76109081,PUNTA BONITA (BUENAVENTURA - VALLE DEL CAUCA),2024,8,4975,4623,22.16,Viernes,2020-01-31 23:45:00,9.3,76,23:45:00,0
VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2024,8,7610,3285,31.23,Viernes,2020-01-31 23:45:00,10.05,76,23:45:00,0
VAUPES,97161,CARURU,97161000,CARURÚ (CARURÚ - VAUPÉS),2024,8,31775,7881,87.82,Jueves,2020-02-27 19:00:00,16.39,97,19:00:00,2
VAUPES,97001,MITU,97001000,MITÚ (MITÚ - VAUPÉS),2024,8,1590470,387197,3236.71,Jueves,2020-02-27 19:00:00,23.56,97,19:00:00,2
VAUPES,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2024,8,39226,10719,136.84,Jueves,2020-02-27 19:00:00,13.01,97,19:00:00,0
VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2024,8,2506944,732978,5014.24,Viernes,2020-02-14 18:30:00,24.0,99,18:30:00,2
AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2024,9,140156,45616,294.4,Domingo,2020-02-16 14:15:00,24.0,91,14:15:00,2
AMAZONAS,91798,TARAPACA (ANM),91798000,TARAPACA (TARAPACA (ANM) - AMAZONAS),2024,9,27342,12153,103.59,Domingo,2020-02-16 14:15:00,10.37,91,14:15:00,0
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS y PROVIDENCIA ),2024,9,1221613,267106,2269.2,Viernes,2020-02-28 19:00:00,23.99,88,19:00:00,2
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRES,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS y PROVIDENCIA ),2024,9,19486640,4851929,34290.65,Viernes,2020-02-28 19:00:00,24.0,88,19:00:00,1
BOLIVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2024,9,31801,14619,253.5,Jueves,2020-01-30 19:00:00,5.35,13,19:00:00,0
BOLIVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MUCURA (CARTAGENA DE INDIAS - BOLÍVAR),2024,9,0,0,0.0,Jueves,2020-01-30 19:00:00,0.0,13,19:00:00,0
BOLIVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2024,9,13441,3944,51.2,Jueves,2020-01-30 19:00:00,11.12,13,19:00:00,0
CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2024,9,9969,4005,109.24,Martes,2020-01-21 19:15:00,3.8,18,19:15:00,0
CAQUETA,18150,CARTAGENA DEL CHAIRA,18150002,SANTA FE DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2024,9,599,249,33.56,Martes,2020-01-21 19:15:00,0.8,18,19:15:00,0
CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2024,9,10894,4451,32.83,Martes,2020-01-21 19:15:00,17.64,18,19:15:00,2
CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2024,9,3569,1333,38.96,Martes,2020-01-21 19:15:00,5.11,18,19:15:00,0
CAUCA,19318,GUAPI,19318008,LIMONES (GUAPI - CAUCA),2024,9,8446,3448,39.74,Miércoles,2020-01-15 18:45:00,9.38,19,18:45:00,0
CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI (GUAPI - CAUCA),2024,9,11403,6256,53.93,Miércoles,2020-01-15 18:45:00,8.97,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418009,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2024,9,6210,2883,40.0,Miércoles,2020-01-15 18:45:00,7.08,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809014,CHACON (TIMBIQUÍ - CAUCA),2024,9,4378,1109,21.49,Miércoles,2020-01-15 18:45:00,8.51,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2024,9,4963,1932,30.4,Miércoles,2020-01-15 18:45:00,6.38,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809003,COTEJE (TIMBIQUÍ - CAUCA),2024,9,6188,4660,30.32,Miércoles,2020-01-15 18:45:00,8.88,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809007,SAN JOSE (TIMBIQUÍ - CAUCA),2024,9,5782,3786,35.57,Miércoles,2020-01-15 18:45:00,6.61,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809009,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2024,9,4213,1343,23.71,Miércoles,2020-01-15 18:45:00,7.94,19,18:45:00,0
CHOCO,27006,ACANDI,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2024,9,662116,187882,1569.39,Viernes,2020-01-17 20:45:00,18.93,27,20:45:00,2
CHOCO,27006,ACANDI,27006003,CAPURGANA (ACANDÍ - CHOCÓ),2024,9,280582,94900,793.32,Viernes,2020-01-17 20:45:00,19.9,27,20:45:00,2
CHOCO,27006,ACANDI,27006007,SAN FRANCISCO (ACANDÍ - CHOCÓ),2024,9,0,0,0.06,Viernes,2020-01-17 20:45:00,0.0,27,20:45:00,0
CHOCO,27025,ALTO BAUDO,27025000,CIUDAD BAUDO - PIE DE PATO (ALTO BAUDO - CHOCÓ),2024,9,48702,17325,137.81,Viernes,2020-01-17 20:45:00,20.28,27,20:45:00,2
CHOCO,27075,BAHIA SOLANO,27075000,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2024,9,821850,243420,1564.64,Viernes,2020-01-17 20:45:00,23.72,27,20:45:00,2
CHOCO,27075,BAHIA SOLANO,27075001,CUPICA (BAHÍA SOLANO - CHOCÓ),2024,9,62087,17933,135.02,Viernes,2020-01-17 20:45:00,23.52,27,20:45:00,2
CHOCO,27075,BAHIA SOLANO,27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2024,9,187282,63408,373.82,Viernes,2020-01-17 20:45:00,23.48,27,20:45:00,2
CHOCO,27077,BAJO BAUDO,27077905,BUENAVISTA (BAJO BAUDÓ - CHOCÓ),2024,9,4170,1685,20.58,Viernes,2020-01-17 20:45:00,10.36,27,20:45:00,0
CHOCO,27077,BAJO BAUDO,27077029,FIRME DE USARGA (BAJO BAUDÓ - CHOCÓ),2024,9,668,300,6.87,Viernes,2020-01-17 20:45:00,4.33,27,20:45:00,0
CHOCO,27077,BAJO BAUDO,27077026,GUINEAL (BAJO BAUDÓ - CHOCÓ),2024,9,3584,1792,34.8,Viernes,2020-01-17 20:45:00,5.34,27,20:45:00,0
CHOCO,27077,BAJO BAUDO,27077008,ORPUA (BAJO BAUDÓ - CHOCÓ),2024,9,351,185,5.06,Viernes,2020-01-17 20:45:00,3.55,27,20:45:00,0
CHOCO,27077,BAJO BAUDO,27077011,PILIZA - BELLAVISTA - VILLA LUZ (BAJO BAUDÓ - CHOCÓ),2024,9,1504,394,32.0,Viernes,2020-01-17 20:45:00,2.1,27,20:45:00,0
CHOCO,27077,BAJO BAUDO,27077000,PIZARRO (BAJO BAUDÓ - CHOCÓ),2024,9,206384,81596,528.0,Viernes,2020-01-17 20:45:00,19.77,27,20:45:00,2
CHOCO,27077,BAJO BAUDO,27077016,SIVIRU (BAJO BAUDÓ - CHOCÓ),2024,9,0,0,0.0,Viernes,2020-01-17 20:45:00,0.0,27,20:45:00,0
CHOCO,27077,BAJO BAUDO,27077916,TERRON (BAJO BAUDÓ - CHOCÓ),2024,9,3447,1415,24.02,Viernes,2020-01-17 20:45:00,6.93,27,20:45:00,0
CHOCO,27099,BOJAYA,27099000,BELLAVISTA (BOJAYÁ - CHOCÓ),2024,9,97620,28649,249.36,Viernes,2020-01-17 20:45:00,16.81,27,20:45:00,2
CHOCO,27099,BOJAYA,27099002,LA LOMA DE BOJAYA (BOJAYÁ - CHOCÓ),2024,9,8725,3426,51.2,Viernes,2020-01-17 20:45:00,7.87,27,20:45:00,0
CHOCO,27099,BOJAYA,27099005,NAPIPI (BOJAYÁ - CHOCÓ),2024,9,9755,3403,83.2,Viernes,2020-01-17 20:45:00,6.58,27,20:45:00,0
CHOCO,27099,BOJAYA,27099030,PIEDRA CANDELA (BOJAYÁ - CHOCÓ),2024,9,6808,3039,35.04,Viernes,2020-01-17 20:45:00,8.59,27,20:45:00,0
CHOCO,27099,BOJAYA,27099012,POGUE (BOJAYÁ - CHOCÓ),2024,9,0,0,0.0,Viernes,2020-01-17 20:45:00,0.0,27,20:45:00,0
CHOCO,27099,BOJAYA,27099008,PUERTO CONTO (BOJAYÁ - CHOCÓ),2024,9,13049,4118,64.8,Viernes,2020-01-17 20:45:00,8.65,27,20:45:00,0
CHOCO,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDO (EL LITORAL DEL SAN JUAN - CHOCÓ),2024,9,85654,43601,233.11,Viernes,2020-01-17 20:45:00,16.25,27,20:45:00,2
CHOCO,27372,JURADO,27372000,JURADO (JURADO - CHOCÓ),2024,9,168389,57054,338.4,Viernes,2020-01-17 20:45:00,22.48,27,20:45:00,2
CHOCO,27425,MEDIO ATRATO,27425000,BETE (MEDIO ATRATO - CHOCÓ),2024,9,18704,8409,68.0,Viernes,2020-01-17 20:45:00,12.53,27,20:45:00,0
CHOCO,27425,MEDIO ATRATO,27425008,SAN ROQUE (MEDIO ATRATO - CHOCÓ),2024,9,2029,974,18.89,Viernes,2020-01-17 20:45:00,4.83,27,20:45:00,0
CHOCO,27495,NUQUI,27495001,ARUSI (NUQUÍ - CHOCÓ),2024,9,20329,7822,60.0,Viernes,2020-01-17 20:45:00,15.51,27,20:45:00,2
