DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS,ID DEPARTAMENTO,HORA DEMANDA MÁXIMA,CATEGORIA_ZNI
VAUPES,97001,MITU,97001000,MITÚ (MITÚ - VAUPÉS),2021,3,1270436,382220,2717.27,Jueves,2020-02-27 19:00:00,24.0,97,19:00:00,2
VICHADA,99773,CUMARIBO,99773000,CUMARIBO (CUMARIBO - VICHADA),2021,3,308352,136167,640.2,Viernes,2020-02-14 18:30:00,23.38,99,18:30:00,2
VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2021,3,363668,168862,787.56,Viernes,2020-02-14 18:30:00,23.12,99,18:30:00,2
VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2021,3,30702,11079,104.19,Viernes,2020-02-14 18:30:00,11.5,99,18:30:00,0
VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2021,3,2573686,811894,4506.48,Viernes,2020-02-14 18:30:00,24.0,99,18:30:00,2
VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2021,3,132848,66274,341.71,Viernes,2020-02-14 18:30:00,16.19,99,18:30:00,2
AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2021,4,3367001,1036987,6684.89,Domingo,2020-02-16 14:15:00,24.0,91,14:15:00,2
AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2021,4,103983,36710,216.13,Domingo,2020-02-16 14:15:00,24.0,91,14:15:00,2
AMAZONAS,91798,TARAPACA (ANM),91798000,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2021,4,22200,10205,84.64,Domingo,2020-02-16 14:15:00,10.17,91,14:15:00,0
ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2021,4,3320,161,35.49,Jueves,2020-01-23 21:45:00,4.39,5,21:45:00,0
ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2021,4,93016,38286,313.98,Jueves,2020-01-23 21:45:00,11.43,5,21:45:00,0
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRES,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2021,4,15813363,4574773,26943.19,Viernes,2020-02-28 19:00:00,24.0,88,19:00:00,1
BOLIVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2021,4,17858,9518,177.26,Jueves,2020-01-30 19:00:00,5.27,13,19:00:00,0
BOLIVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2021,4,6886,2794,20.32,Jueves,2020-01-30 19:00:00,15.03,13,19:00:00,0
BOLIVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2021,4,13114,4518,49.76,Jueves,2020-01-30 19:00:00,10.52,13,19:00:00,0
CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2021,4,15248,7141,82.97,Martes,2020-01-21 19:15:00,8.13,18,19:15:00,0
CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2021,4,11863,5017,41.06,Martes,2020-01-21 19:15:00,17.32,18,19:15:00,2
CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753015,GUAYABAL (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2021,4,5789,3019,36.8,Martes,2020-01-21 19:15:00,6.54,18,19:15:00,0
CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2021,4,5149,2022,45.52,Martes,2020-01-21 19:15:00,5.26,18,19:15:00,0
CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2021,4,3573,2106,86.4,Domingo,2020-02-23 19:00:00,1.44,85,19:00:00,0
CAUCA,19318,GUAPI,19318008,LIMONES (GUAPI - CAUCA),2021,4,8156,3213,37.08,Miércoles,2020-01-15 18:45:00,9.19,19,18:45:00,0
CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA),2021,4,11498,3048,49.33,Miércoles,2020-01-15 18:45:00,9.35,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418024,BETANIA - NAYA (LÓPEZ (MICAY) - CAUCA),2021,4,6286,2119,28.64,Miércoles,2020-01-15 18:45:00,8.5,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418033,BOCA GRANDE (LÓPEZ (MICAY) - CAUCA),2021,4,4639,1015,33.28,Miércoles,2020-01-15 18:45:00,5.39,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418038,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2021,4,4112,1482,26.18,Miércoles,2020-01-15 18:45:00,6.42,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418009,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2021,4,7568,2427,40.0,Miércoles,2020-01-15 18:45:00,8.1,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418015,SAN ISIDRO (LÓPEZ DE MICAY - CAUCA),2021,4,915,326,6.34,Miércoles,2020-01-15 18:45:00,6.06,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418019,ZARAGOZA (LOPEZ DE MICAY - CAUCA),2021,4,13407,5828,70.5,Miércoles,2020-01-15 18:45:00,9.32,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809014,CHACÓN (TIMBIQUÍ - CAUCA),2021,4,4119,987,28.08,Miércoles,2020-01-15 18:45:00,6.21,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2021,4,6299,2199,37.22,Miércoles,2020-01-15 18:45:00,6.51,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809003,COTEJE (TIMBIQUÍ - CAUCA),2021,4,7360,4125,35.0,Miércoles,2020-01-15 18:45:00,8.31,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2021,4,8793,1608,49.2,Miércoles,2020-01-15 18:45:00,7.14,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2021,4,27027,9253,180.05,Miércoles,2020-01-15 18:45:00,6.08,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809007,SAN JOSÉ (TIMBIQUÍ - CAUCA),2021,4,8109,5114,45.34,Miércoles,2020-01-15 18:45:00,7.21,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809008,SANTA MARÍA (TIMBIQUÍ - CAUCA),2021,4,15984,6527,77.38,Miércoles,2020-01-15 18:45:00,9.12,19,18:45:00,0
CHOCO,27006,ACANDI,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2021,4,556658,220397,1036.64,Viernes,2020-01-17 20:45:00,22.21,27,20:45:00,2
CHOCO,27006,ACANDI,27006003,CAPURGANÁ (ACANDÍ - CHOCO),2021,4,303988,112821,902.18,Viernes,2020-01-17 20:45:00,19.41,27,20:45:00,2
CHOCO,27006,ACANDI,27006007,SAN FRANCISCO (ACANDÍ - CHOCÓ),2021,4,21655,7659,131.71,Viernes,2020-01-17 20:45:00,7.5,27,20:45:00,0
CHOCO,27025,ALTO BAUDO (PIE DE PATO),27025000,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2021,4,46655,13827,113.34,Viernes,2020-01-17 20:45:00,23.58,27,20:45:00,2
CHOCO,27075,BAHIA SOLANO (MUTIS),27075000,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2021,4,634355,230615,1246.52,Viernes,2020-01-17 20:45:00,23.5,27,20:45:00,2
CHOCO,27075,BAHIA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO - CHOCÓ),2021,4,63113,23464,172.1,Viernes,2020-01-17 20:45:00,23.17,27,20:45:00,2
CHOCO,27075,BAHIA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2021,4,147693,65713,323.4,Viernes,2020-01-17 20:45:00,23.3,27,20:45:00,2
CHOCO,27077,BAJO BAUDO (PIZARRO),27077905,BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2021,4,5813,1022,22.82,Viernes,2020-01-17 20:45:00,10.6,27,20:45:00,0
CHOCO,27077,BAJO BAUDO (PIZARRO),27077000,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2021,4,199840,95308,394.42,Viernes,2020-01-17 20:45:00,24.0,27,20:45:00,2
CHOCO,27099,BOJAYA (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2021,4,98307,13956,219.78,Viernes,2020-01-17 20:45:00,19.59,27,20:45:00,2
CHOCO,27099,BOJAYA (BELLAVISTA),27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2021,4,12049,5517,60.8,Viernes,2020-01-17 20:45:00,9.12,27,20:45:00,0
CHOCO,27099,BOJAYA (BELLAVISTA),27099005,NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2021,4,11723,3565,64.0,Viernes,2020-01-17 20:45:00,7.14,27,20:45:00,0
CHOCO,27099,BOJAYA (BELLAVISTA),27099008,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2021,4,11317,2854,69.6,Viernes,2020-01-17 20:45:00,6.24,27,20:45:00,0
CHOCO,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ),2021,4,66994,36181,172.79,Viernes,2020-01-17 20:45:00,16.48,27,20:45:00,2
CHOCO,27372,JURADO,27372000,JURADÓ (JURADÓ - CHOCÓ),2021,4,154670,71127,302.88,Viernes,2020-01-17 20:45:00,23.57,27,20:45:00,2
CHOCO,27425,MEDIO ATRATO (BETE),27425000,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2021,4,21552,10592,80.0,Viernes,2020-01-17 20:45:00,12.42,27,20:45:00,0
CHOCO,27495,NUQUI,27495001,ARUSÍ (NUQUÍ - CHOCO),2021,4,11045,4619,48.0,Viernes,2020-01-17 20:45:00,9.48,27,20:45:00,0
CHOCO,27495,NUQUI,27495912,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2021,4,3300,1400,11.23,Viernes,2020-01-17 20:45:00,20.02,27,20:45:00,2
CHOCO,27495,NUQUI,27495000,NUQUÍ (NUQUÍ - CHOCÓ),2021,4,247974,80087,480.48,Viernes,2020-01-17 20:45:00,24.0,27,20:45:00,2
CHOCO,27495,NUQUI,27495011,PUERTO JAGUA (NUQUÍ - CHOCÓ),2021,4,794,1653,6.74,Viernes,2020-01-17 20:45:00,7.29,27,20:45:00,0
CHOCO,27800,UNGUIA,27800001,BALBOA (UNGUÍA - CHOCÓ),2021,4,20040,8148,84.22,Viernes,2020-01-17 20:45:00,9.59,27,20:45:00,0
CHOCO,27800,UNGUIA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2021,4,15783,4726,79.29,Viernes,2020-01-17 20:45:00,9.09,27,20:45:00,0
CHOCO,27800,UNGUIA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2021,4,402583,143376,873.84,Viernes,2020-01-17 20:45:00,22.11,27,20:45:00,2
GUAINIA,94343,BARRANCOMINAS,94343000,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2021,4,57209,20041,188.72,Sábado,2020-02-01 18:45:00,13.3,94,18:45:00,0
GUAINIA,94001,INIRIDA,94001000,INÍRIDA (INÍRIDA - GUAINÍA),2021,4,1551312,521989,3218.16,Sábado,2020-02-01 18:45:00,23.57,94,18:45:00,2
GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2021,4,78950,28189,186.56,Sábado,2020-02-15 19:15:00,19.15,95,19:15:00,2
LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2021,4,35845,17755,232.08,Sábado,2020-01-11 19:30:00,7.56,44,19:30:00,0
MAGDALENA,47189,CIENAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2021,4,77550,27680,164.03,Miércoles,2020-01-22 19:00:00,22.32,47,19:00:00,2
META,50325,MAPIRIPAN,50325000,MAPIRIPÁN (MAPIRIPÁN - META),2021,4,149555,61921,322.52,Miércoles,2020-01-08 18:30:00,23.47,50,18:30:00,2
NARIÑO,52250,EL CHARCO,52250023,BAZÁN (EL CHARCO - NARIÑO),2021,4,19102,10249,100.8,Viernes,2020-01-31 18:45:00,8.0,52,18:45:00,0
NARIÑO,52250,EL CHARCO,52250003,BOLÍVAR - SAN PEDRO (EL CHARCO - NARIÑO),2021,4,4182,3196,22.72,Viernes,2020-01-31 18:45:00,7.26,52,18:45:00,0
NARIÑO,52250,EL CHARCO,52250007,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2021,4,15392,3048,80.0,Viernes,2020-01-31 18:45:00,7.54,52,18:45:00,0
NARIÑO,52520,FRANCISCO PIZARRO,52520013,SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO),2021,4,5481,2631,27.62,Viernes,2020-01-31 18:45:00,8.28,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390005,AGUACATAL (LA TOLA - NARIÑO),2021,4,2401,553,15.98,Viernes,2020-01-31 18:45:00,8.0,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390013,AMÁRALES (LA TOLA - NARIÑO),2021,4,8736,2378,65.66,Viernes,2020-01-31 18:45:00,5.43,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390003,LA VIGÍA DE LA MAR (LA TOLA - NARIÑO),2021,4,5686,2200,29.48,Viernes,2020-01-31 18:45:00,8.19,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2021,4,3425,1531,33.82,Viernes,2020-01-31 18:45:00,5.22,52,18:45:00,0
NARIÑO,52390,LA TOLA,52390016,SAN PABLO DEL MAR (LA TOLA - NARIÑO),2021,4,4886,1294,28.99,Viernes,2020-01-31 18:45:00,6.42,52,18:45:00,0
NARIÑO,52490,OLAYA HERRERA,52490913,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2021,4,1427,404,15.02,Viernes,2020-01-31 18:45:00,3.36,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835012,CHAJAL (TUMACO - NARIÑO),2021,4,10669,3619,137.63,Viernes,2020-01-31 18:45:00,4.16,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835016,PITAL DE LA COSTA (TUMACO - NARIÑO),2021,4,19894,11383,92.0,Viernes,2020-01-31 18:45:00,9.21,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835212,PUEBLO NUEVO (TABLÓN SALADO) (TUMACO - NARIÑO),2021,4,3288,1207,23.39,Viernes,2020-01-31 18:45:00,9.2,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835217,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2021,4,16922,6309,140.8,Viernes,2020-01-31 18:45:00,5.48,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835091,SANTA ROSA (TUMACO - NARIÑO),2021,4,4055,1514,56.77,Viernes,2020-01-31 18:45:00,6.12,52,18:45:00,0
NARIÑO,52835,SAN ANDRES DE TUMACO,52835148,TABLÓN DULCE LA PAMPA (TUMACO - NARIÑO),2021,4,939,437,23.46,Viernes,2020-01-31 18:45:00,3.0,52,18:45:00,0
NARIÑO,52696,SANTA BARBARA (ISCUANDE),52696014,LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2021,4,3095,2903,20.13,Viernes,2020-01-31 18:45:00,6.12,52,18:45:00,0
NARIÑO,52696,SANTA BARBARA (ISCUANDE),52696022,SECADERO (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2021,4,2761,1792,12.72,Viernes,2020-01-31 18:45:00,9.12,52,18:45:00,0
PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2021,4,4159,2224,28.8,Viernes,2020-02-28 19:45:00,6.57,86,19:45:00,0
VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2021,4,30937,10601,285.12,Viernes,2020-01-31 23:45:00,4.39,76,23:45:00,0
VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2021,4,5733,2769,28.8,Viernes,2020-01-31 23:45:00,8.16,76,23:45:00,0
VAUPES,97161,CARURU,97161000,CARURÚ (CARURÚ - VAUPÉS),2021,4,20059,5339,79.99,Jueves,2020-02-27 19:00:00,12.37,97,19:00:00,0
VAUPES,97001,MITU,97001000,MITÚ (MITÚ - VAUPÉS),2021,4,927609,280657,2590.39,Jueves,2020-02-27 19:00:00,22.48,97,19:00:00,2
VAUPES,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2021,4,28140,8763,105.51,Jueves,2020-02-27 19:00:00,11.17,97,19:00:00,0
VICHADA,99773,CUMARIBO,99773000,CUMARIBO (CUMARIBO - VICHADA),2021,4,303736,133946,687.28,Viernes,2020-02-14 18:30:00,23.57,99,18:30:00,2
VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2021,4,335720,156561,689.36,Viernes,2020-02-14 18:30:00,23.22,99,18:30:00,2
VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2021,4,28829,10675,111.06,Viernes,2020-02-14 18:30:00,11.3,99,18:30:00,0
VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2021,4,2401457,794934,4685.12,Viernes,2020-02-14 18:30:00,24.0,99,18:30:00,2
VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2021,4,128741,63352,366.14,Viernes,2020-02-14 18:30:00,16.12,99,18:30:00,2
AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2021,5,3349573,1068525,6642.57,Domingo,2020-02-16 14:15:00,24.0,91,14:15:00,2
AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2021,5,104516,36339,210.32,Domingo,2020-02-16 14:15:00,24.0,91,14:15:00,2
AMAZONAS,91798,TARAPACA (ANM),91798000,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2021,5,24043,10115,90.62,Domingo,2020-02-16 14:15:00,10.22,91,14:15:00,0
ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2021,5,3997,294,35.17,Jueves,2020-01-23 21:45:00,5.18,5,21:45:00,0
ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2021,5,84101,36704,313.28,Jueves,2020-01-23 21:45:00,9.49,5,21:45:00,0
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRES,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2021,5,16801471,4795680,28744.52,Viernes,2020-02-28 19:00:00,24.0,88,19:00:00,1
BOLIVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2021,5,15612,8376,142.5,Jueves,2020-01-30 19:00:00,4.34,13,19:00:00,0
BOLIVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2021,5,6065,2500,21.47,Jueves,2020-01-30 19:00:00,14.58,13,19:00:00,0
BOLIVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2021,5,17415,5974,48.83,Jueves,2020-01-30 19:00:00,14.57,13,19:00:00,0
CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2021,5,11337,4771,87.79,Martes,2020-01-21 19:15:00,5.18,18,19:15:00,0
CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2021,5,9170,3448,37.61,Martes,2020-01-21 19:15:00,16.22,18,19:15:00,2
CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753015,GUAYABAL (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2021,5,5112,2627,36.56,Martes,2020-01-21 19:15:00,5.51,18,19:15:00,0
CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2021,5,4216,1582,43.08,Martes,2020-01-21 19:15:00,4.0,18,19:15:00,0
CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2021,5,9060,5273,90.56,Domingo,2020-02-23 19:00:00,4.11,85,19:00:00,0
CAUCA,19318,GUAPI,19318008,LIMONES (GUAPI - CAUCA),2021,5,8690,3527,36.14,Miércoles,2020-01-15 18:45:00,9.45,19,18:45:00,0
CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA),2021,5,11115,4889,49.16,Miércoles,2020-01-15 18:45:00,9.14,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418024,BETANIA - NAYA (LÓPEZ (MICAY) - CAUCA),2021,5,6403,2197,29.68,Miércoles,2020-01-15 18:45:00,8.47,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418033,BOCA GRANDE (LÓPEZ (MICAY) - CAUCA),2021,5,4509,983,30.56,Miércoles,2020-01-15 18:45:00,5.43,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418038,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2021,5,4218,1715,25.41,Miércoles,2020-01-15 18:45:00,7.01,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418009,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2021,5,4597,1396,40.0,Miércoles,2020-01-15 18:45:00,4.52,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418015,SAN ISIDRO (LÓPEZ DE MICAY - CAUCA),2021,5,948,347,6.18,Miércoles,2020-01-15 18:45:00,6.4,19,18:45:00,0
CAUCA,19418,LOPEZ DE MICAY,19418019,ZARAGOZA (LOPEZ DE MICAY - CAUCA),2021,5,12556,5553,64.16,Miércoles,2020-01-15 18:45:00,9.0,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809014,CHACÓN (TIMBIQUÍ - CAUCA),2021,5,4445,1298,34.14,Miércoles,2020-01-15 18:45:00,6.24,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2021,5,4190,1471,36.77,Miércoles,2020-01-15 18:45:00,4.27,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809003,COTEJE (TIMBIQUÍ - CAUCA),2021,5,6930,4043,34.0,Miércoles,2020-01-15 18:45:00,7.45,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2021,5,4910,900,45.62,Miércoles,2020-01-15 18:45:00,4.06,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2021,5,15238,5047,171.78,Miércoles,2020-01-15 18:45:00,3.21,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809007,SAN JOSÉ (TIMBIQUÍ - CAUCA),2021,5,7549,4853,41.16,Miércoles,2020-01-15 18:45:00,7.06,19,18:45:00,0
CAUCA,19809,TIMBIQUI,19809008,SANTA MARÍA (TIMBIQUÍ - CAUCA),2021,5,14585,5922,69.95,Miércoles,2020-01-15 18:45:00,8.19,19,18:45:00,0
CHOCO,27006,ACANDI,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2021,5,604750,232018,1053.89,Viernes,2020-01-17 20:45:00,23.31,27,20:45:00,2
CHOCO,27006,ACANDI,27006003,CAPURGANÁ (ACANDÍ - CHOCO),2021,5,268997,100681,645.92,Viernes,2020-01-17 20:45:00,17.03,27,20:45:00,2
CHOCO,27006,ACANDI,27006007,SAN FRANCISCO (ACANDÍ - CHOCÓ),2021,5,21171,7639,108.77,Viernes,2020-01-17 20:45:00,7.57,27,20:45:00,0
CHOCO,27025,ALTO BAUDO (PIE DE PATO),27025000,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2021,5,47415,14585,118.01,Viernes,2020-01-17 20:45:00,23.42,27,20:45:00,2
CHOCO,27075,BAHIA SOLANO (MUTIS),27075000,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2021,5,687123,252377,1259.72,Viernes,2020-01-17 20:45:00,23.54,27,20:45:00,2
CHOCO,27075,BAHIA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO - CHOCÓ),2021,5,65489,23692,142.33,Viernes,2020-01-17 20:45:00,23.11,27,20:45:00,2
CHOCO,27075,BAHIA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2021,5,152969,64056,314.16,Viernes,2020-01-17 20:45:00,23.45,27,20:45:00,2
CHOCO,27077,BAJO BAUDO (PIZARRO),27077905,BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2021,5,6458,1053,24.8,Viernes,2020-01-17 20:45:00,9.58,27,20:45:00,0
CHOCO,27077,BAJO BAUDO (PIZARRO),27077000,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2021,5,203902,96357,382.8,Viernes,2020-01-17 20:45:00,23.55,27,20:45:00,2
CHOCO,27099,BOJAYA (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2021,5,104812,30818,229.08,Viernes,2020-01-17 20:45:00,19.41,27,20:45:00,2
